order_id,customer_id,level_royalty,country,product_id,product_name,price,delivery_fee,delivery_days,delivery_hours
ORD01969,CUST0052,Silver,Germany,PROD028,Keep,68.38,6.03,2,48.0
ORD02006,CUST0037,Platinum,Japan,PROD028,Keep,68.38,8.46,2,48.0
ORD02049,CUST0203,Gold,Germany,PROD028,Keep,68.38,14.38,6,144.0
ORD02129,CUST0293,Silver,Korea,PROD028,Keep,68.38,9.67,2,48.0
ORD02132,CUST0082,Platinum,France,PROD028,Keep,68.38,4.19,2,48.0
ORD02156,CUST0254,Bronze,Australia,PROD028,Keep,68.38,14.36,5,120.0
ORD02166,CUST0166,Gold,Korea,PROD028,Keep,68.38,5.23,7,168.0
ORD02272,CUST0064,Platinum,France,PROD028,Keep,68.38,10.63,2,48.0
ORD02297,CUST0083,Silver,UK,PROD028,Keep,68.38,9.34,7,168.0
ORD02318,CUST0180,Silver,Singapore,PROD028,Keep,68.38,6.64,4,96.0
ORD02322,CUST0065,Platinum,Japan,PROD028,Keep,68.38,8.12,6,144.0
ORD02390,CUST0018,Bronze,Canada,PROD028,Keep,68.38,11.28,1,24.0
ORD02404,CUST0108,Silver,USA,PROD028,Keep,68.38,6.34,5,120.0
ORD02414,CUST0228,Gold,France,PROD028,Keep,68.38,6.16,4,96.0
ORD02419,CUST0020,Gold,Singapore,PROD028,Keep,68.38,14.19,1,24.0
ORD02565,CUST0093,Silver,Korea,PROD028,Keep,68.38,6.42,2,48.0
ORD02571,CUST0206,Bronze,France,PROD028,Keep,68.38,3.65,7,168.0
ORD02577,CUST0233,Platinum,UK,PROD028,Keep,68.38,8.58,1,24.0
ORD02589,CUST0155,Gold,Vietnam,PROD028,Keep,68.38,3.27,4,96.0
ORD02637,CUST0226,Platinum,Vietnam,PROD028,Keep,68.38,4.49,7,168.0
ORD02725,CUST0084,Platinum,France,PROD028,Keep,68.38,5.8,3,72.0
ORD02895,CUST0133,Bronze,Japan,PROD028,Keep,68.38,9.85,6,144.0
ORD02908,CUST0124,Gold,Australia,PROD028,Keep,68.38,7.45,5,120.0
ORD03008,CUST0256,Gold,France,PROD028,Keep,68.38,14.37,4,96.0
ORD03030,CUST0193,Gold,Canada,PROD028,Keep,68.38,12.82,6,144.0
ORD03127,CUST0170,Bronze,Vietnam,PROD028,Keep,68.38,11.24,1,24.0
ORD03185,CUST0146,Bronze,Australia,PROD028,Keep,68.38,5.77,2,48.0
ORD03197,CUST0252,Platinum,Vietnam,PROD028,Keep,68.38,13.5,7,168.0
ORD03205,CUST0252,Platinum,Vietnam,PROD028,Keep,68.38,8.34,6,144.0
ORD03255,CUST0078,Platinum,USA,PROD028,Keep,68.38,9.82,5,120.0
ORD03271,CUST0208,Silver,Vietnam,PROD028,Keep,68.38,7.97,2,48.0
ORD03277,CUST0277,Silver,Australia,PROD028,Keep,68.38,13.76,4,96.0
ORD03310,CUST0101,Silver,Canada,PROD028,Keep,68.38,14.4,7,168.0
ORD03477,CUST0271,Silver,Vietnam,PROD028,Keep,68.38,4.25,2,48.0
ORD03524,CUST0094,Bronze,USA,PROD028,Keep,68.38,4.31,5,120.0
ORD03525,CUST0249,Platinum,Japan,PROD028,Keep,68.38,9.74,7,168.0
ORD03554,CUST0076,Silver,Korea,PROD028,Keep,68.38,6.19,6,144.0
ORD03562,CUST0264,Bronze,Canada,PROD028,Keep,68.38,7.69,5,120.0
ORD03612,CUST0121,Silver,Korea,PROD028,Keep,68.38,10.31,5,120.0
ORD03615,CUST0278,Bronze,Singapore,PROD028,Keep,68.38,10.18,6,144.0
ORD03655,CUST0122,Bronze,Canada,PROD028,Keep,68.38,13.22,4,96.0
ORD03763,CUST0189,Platinum,UK,PROD028,Keep,68.38,6.7,7,168.0
ORD03765,CUST0146,Bronze,Australia,PROD028,Keep,68.38,5.07,7,168.0
ORD03783,CUST0131,Silver,Vietnam,PROD028,Keep,68.38,8.24,4,96.0
ORD03786,CUST0213,Gold,Vietnam,PROD028,Keep,68.38,6.73,1,24.0
ORD03803,CUST0085,Platinum,Germany,PROD028,Keep,68.38,14.86,7,168.0
ORD03839,CUST0022,Bronze,Vietnam,PROD028,Keep,68.38,14.82,2,48.0
ORD03875,CUST0168,Platinum,Japan,PROD028,Keep,68.38,4.94,3,72.0
ORD03953,CUST0024,Gold,Vietnam,PROD028,Keep,68.38,14.67,4,96.0
ORD03963,CUST0277,Silver,Australia,PROD028,Keep,68.38,9.67,5,120.0
ORD04081,CUST0258,Silver,Japan,PROD028,Keep,68.38,9.43,2,48.0
ORD04122,CUST0069,Silver,France,PROD028,Keep,68.38,4.41,7,168.0
ORD04238,CUST0178,Bronze,UK,PROD028,Keep,68.38,14.89,6,144.0
ORD04266,CUST0291,Silver,Germany,PROD028,Keep,68.38,6.65,7,168.0
ORD04289,CUST0144,Gold,Australia,PROD028,Keep,68.38,7.06,4,96.0
ORD04393,CUST0023,Bronze,Canada,PROD028,Keep,68.38,10.55,7,168.0
ORD04434,CUST0151,Gold,Germany,PROD028,Keep,68.38,9.83,4,96.0
ORD04437,CUST0105,Bronze,Australia,PROD028,Keep,68.38,13.66,3,72.0
ORD04479,CUST0183,Silver,Korea,PROD028,Keep,68.38,8.74,6,144.0
ORD04508,CUST0218,Silver,Canada,PROD028,Keep,68.38,5.49,5,120.0
ORD04659,CUST0220,Bronze,Canada,PROD028,Keep,68.38,6.9,7,168.0
ORD04749,CUST0150,Silver,USA,PROD028,Keep,68.38,11.86,7,168.0
ORD04750,CUST0144,Gold,Australia,PROD028,Keep,68.38,8.55,7,168.0
ORD04805,CUST0065,Platinum,Japan,PROD028,Keep,68.38,8.04,6,144.0
ORD04809,CUST0280,Platinum,USA,PROD028,Keep,68.38,12.79,3,72.0
ORD04854,CUST0286,Platinum,Germany,PROD028,Keep,68.38,4.14,3,72.0
ORD04856,CUST0149,Gold,Japan,PROD028,Keep,68.38,3.69,3,72.0
ORD04881,CUST0243,Silver,Korea,PROD028,Keep,68.38,4.56,7,168.0
ORD04884,CUST0228,Gold,France,PROD028,Keep,68.38,4.76,6,144.0
ORD04893,CUST0143,Gold,Japan,PROD028,Keep,68.38,3.83,7,168.0
ORD04992,CUST0119,Platinum,Australia,PROD028,Keep,68.38,7.57,1,24.0
ORD05038,CUST0253,Gold,UK,PROD028,Keep,68.38,8.33,1,24.0
ORD05105,CUST0278,Bronze,Singapore,PROD028,Keep,68.38,8.37,1,24.0
ORD05110,CUST0047,Gold,Japan,PROD028,Keep,68.38,12.71,4,96.0
ORD05155,CUST0002,Silver,France,PROD028,Keep,68.38,4.92,7,168.0
ORD05163,CUST0260,Silver,Japan,PROD028,Keep,68.38,10.07,1,24.0
ORD05182,CUST0264,Bronze,Canada,PROD028,Keep,68.38,8.33,6,144.0
ORD05191,CUST0241,Silver,UK,PROD028,Keep,68.38,3.07,3,72.0
ORD05227,CUST0087,Silver,USA,PROD028,Keep,68.38,11.84,1,24.0
ORD05299,CUST0059,Platinum,Singapore,PROD028,Keep,68.38,8.3,1,24.0
ORD05322,CUST0185,Gold,UK,PROD028,Keep,68.38,4.68,3,72.0
ORD05341,CUST0223,Gold,Singapore,PROD028,Keep,68.38,9.17,1,24.0
ORD05348,CUST0164,Platinum,USA,PROD028,Keep,68.38,4.55,3,72.0
ORD05350,CUST0074,Gold,USA,PROD028,Keep,68.38,9.94,7,168.0
ORD05457,CUST0175,Gold,Korea,PROD028,Keep,68.38,7.17,4,96.0
ORD05498,CUST0279,Bronze,Canada,PROD028,Keep,68.38,7.53,1,24.0
ORD05559,CUST0133,Bronze,Japan,PROD028,Keep,68.38,10.19,3,72.0
ORD05592,CUST0267,Platinum,Singapore,PROD028,Keep,68.38,3.05,2,48.0
ORD05596,CUST0109,Silver,UK,PROD028,Keep,68.38,8.42,7,168.0
ORD05632,CUST0218,Silver,Canada,PROD028,Keep,68.38,8.82,5,120.0
ORD05638,CUST0154,Bronze,Singapore,PROD028,Keep,68.38,14.62,1,24.0
ORD05710,CUST0218,Silver,Canada,PROD028,Keep,68.38,8.33,4,96.0
ORD05788,CUST0031,Platinum,France,PROD028,Keep,68.38,5.81,5,120.0
ORD05809,CUST0058,Platinum,Canada,PROD028,Keep,68.38,11.22,2,48.0
ORD05813,CUST0236,Silver,Singapore,PROD028,Keep,68.38,8.81,7,168.0
ORD05882,CUST0005,Platinum,Singapore,PROD028,Keep,68.38,8.91,1,24.0
ORD05938,CUST0196,Platinum,Vietnam,PROD028,Keep,68.38,10.97,5,120.0
ORD05964,CUST0012,Gold,Singapore,PROD028,Keep,68.38,3.62,5,120.0
ORD05968,CUST0215,Gold,Canada,PROD028,Keep,68.38,6.91,6,144.0
ORD06016,CUST0211,Gold,Singapore,PROD028,Keep,68.38,10.58,1,24.0
ORD06100,CUST0170,Bronze,Vietnam,PROD028,Keep,68.38,14.56,4,96.0
ORD06147,CUST0131,Silver,Vietnam,PROD028,Keep,68.38,11.33,6,144.0
ORD06172,CUST0052,Silver,Germany,PROD028,Keep,68.38,10.44,3,72.0
ORD06213,CUST0102,Bronze,USA,PROD028,Keep,68.38,15.0,4,96.0
ORD06220,CUST0117,Silver,USA,PROD028,Keep,68.38,13.21,4,96.0
ORD06363,CUST0290,Bronze,Vietnam,PROD028,Keep,68.38,10.31,4,96.0
ORD06409,CUST0029,Silver,USA,PROD028,Keep,68.38,13.11,3,72.0
ORD06439,CUST0201,Bronze,Korea,PROD028,Keep,68.38,5.77,7,168.0
ORD06476,CUST0178,Bronze,UK,PROD028,Keep,68.38,12.1,3,72.0
ORD06538,CUST0086,Platinum,Vietnam,PROD028,Keep,68.38,12.71,7,168.0
ORD06586,CUST0168,Platinum,Japan,PROD028,Keep,68.38,7.98,1,24.0
ORD06643,CUST0036,Silver,Vietnam,PROD028,Keep,68.38,11.6,6,144.0
ORD06654,CUST0059,Platinum,Singapore,PROD028,Keep,68.38,9.88,7,168.0
ORD06660,CUST0051,Platinum,Singapore,PROD028,Keep,68.38,6.17,4,96.0
ORD06694,CUST0235,Platinum,Australia,PROD028,Keep,68.38,11.98,6,144.0
ORD06717,CUST0294,Bronze,UK,PROD028,Keep,68.38,9.08,3,72.0
ORD06753,CUST0073,Bronze,Australia,PROD028,Keep,68.38,3.21,5,120.0
ORD06756,CUST0020,Gold,Singapore,PROD028,Keep,68.38,14.26,6,144.0
ORD06780,CUST0028,Gold,UK,PROD028,Keep,68.38,4.71,1,24.0
ORD06800,CUST0116,Bronze,Korea,PROD028,Keep,68.38,9.95,5,120.0
ORD06828,CUST0286,Platinum,Germany,PROD028,Keep,68.38,5.19,2,48.0
ORD06849,CUST0229,Silver,USA,PROD028,Keep,68.38,14.03,5,120.0
ORD07019,CUST0211,Gold,Singapore,PROD028,Keep,68.38,3.11,1,24.0
ORD07075,CUST0278,Bronze,Singapore,PROD028,Keep,68.38,13.93,3,72.0
ORD07094,CUST0096,Silver,Vietnam,PROD028,Keep,68.38,7.77,2,48.0
ORD07153,CUST0034,Gold,UK,PROD028,Keep,68.38,7.7,6,144.0
ORD07155,CUST0266,Bronze,Canada,PROD028,Keep,68.38,11.64,4,96.0
ORD07160,CUST0248,Platinum,Vietnam,PROD028,Keep,68.38,3.7,7,168.0
ORD07182,CUST0196,Platinum,Vietnam,PROD028,Keep,68.38,13.86,1,24.0
ORD07184,CUST0236,Silver,Singapore,PROD028,Keep,68.38,13.97,6,144.0
ORD07185,CUST0042,Platinum,Germany,PROD028,Keep,68.38,5.24,1,24.0
ORD07223,CUST0031,Platinum,France,PROD028,Keep,68.38,4.81,7,168.0
ORD07229,CUST0112,Gold,Japan,PROD028,Keep,68.38,9.23,1,24.0
ORD07242,CUST0227,Bronze,Japan,PROD028,Keep,68.38,6.79,2,48.0
ORD07342,CUST0237,Platinum,Canada,PROD028,Keep,68.38,8.91,5,120.0
ORD07347,CUST0092,Bronze,Korea,PROD028,Keep,68.38,8.9,7,168.0
ORD07398,CUST0202,Platinum,Singapore,PROD028,Keep,68.38,3.45,6,144.0
ORD07480,CUST0055,Silver,USA,PROD028,Keep,68.38,4.59,4,96.0
ORD07511,CUST0232,Bronze,Korea,PROD028,Keep,68.38,5.98,4,96.0
ORD07542,CUST0131,Silver,Vietnam,PROD028,Keep,68.38,5.31,3,72.0
ORD07544,CUST0262,Gold,Canada,PROD028,Keep,68.38,6.0,4,96.0
ORD07613,CUST0165,Bronze,France,PROD028,Keep,68.38,10.83,2,48.0
ORD07643,CUST0131,Silver,Vietnam,PROD028,Keep,68.38,9.94,6,144.0
ORD07650,CUST0092,Bronze,Korea,PROD028,Keep,68.38,5.06,6,144.0
ORD07695,CUST0173,Silver,Germany,PROD028,Keep,68.38,10.97,3,72.0
ORD07736,CUST0034,Gold,UK,PROD028,Keep,68.38,12.73,6,144.0
ORD07761,CUST0118,Platinum,Japan,PROD028,Keep,68.38,7.82,2,48.0
ORD07793,CUST0183,Silver,Korea,PROD028,Keep,68.38,13.33,7,168.0
ORD07937,CUST0030,Platinum,USA,PROD028,Keep,68.38,3.04,7,168.0
ORD07978,CUST0166,Gold,Korea,PROD028,Keep,68.38,14.23,6,144.0
ORD07988,CUST0257,Bronze,Germany,PROD028,Keep,68.38,4.46,4,96.0
ORD08017,CUST0213,Gold,Vietnam,PROD028,Keep,68.38,10.01,2,48.0
ORD08031,CUST0276,Silver,Canada,PROD028,Keep,68.38,6.0,6,144.0
ORD08035,CUST0136,Silver,USA,PROD028,Keep,68.38,6.68,5,120.0
ORD08135,CUST0129,Bronze,Germany,PROD028,Keep,68.38,7.77,4,96.0
ORD08190,CUST0129,Bronze,Germany,PROD028,Keep,68.38,10.32,4,96.0
ORD08214,CUST0231,Silver,UK,PROD028,Keep,68.38,6.97,3,72.0
ORD08265,CUST0005,Platinum,Singapore,PROD028,Keep,68.38,13.19,1,24.0
ORD08347,CUST0245,Platinum,Japan,PROD028,Keep,68.38,4.29,2,48.0
ORD08351,CUST0028,Gold,UK,PROD028,Keep,68.38,6.93,5,120.0
ORD08366,CUST0117,Silver,USA,PROD028,Keep,68.38,4.72,4,96.0
ORD08443,CUST0275,Gold,Canada,PROD028,Keep,68.38,10.5,3,72.0
ORD08468,CUST0091,Silver,Singapore,PROD028,Keep,68.38,13.59,7,168.0
ORD08565,CUST0047,Gold,Japan,PROD028,Keep,68.38,14.98,7,168.0
ORD08587,CUST0016,Gold,UK,PROD028,Keep,68.38,8.33,4,96.0
ORD08684,CUST0029,Silver,USA,PROD028,Keep,68.38,12.68,6,144.0
ORD08730,CUST0253,Gold,UK,PROD028,Keep,68.38,4.91,6,144.0
ORD08753,CUST0149,Gold,Japan,PROD028,Keep,68.38,12.95,4,96.0
ORD08792,CUST0271,Silver,Vietnam,PROD028,Keep,68.38,10.96,7,168.0
ORD08806,CUST0159,Gold,France,PROD028,Keep,68.38,5.73,1,24.0
ORD08921,CUST0289,Bronze,Australia,PROD028,Keep,68.38,10.14,2,48.0
ORD08951,CUST0239,Bronze,Japan,PROD028,Keep,68.38,3.57,2,48.0
ORD08953,CUST0127,Silver,France,PROD028,Keep,68.38,7.62,7,168.0
ORD08984,CUST0203,Gold,Germany,PROD028,Keep,68.38,11.0,3,72.0
ORD09005,CUST0171,Bronze,USA,PROD028,Keep,68.38,7.18,6,144.0
ORD09085,CUST0075,Silver,France,PROD028,Keep,68.38,4.19,6,144.0
ORD09293,CUST0203,Gold,Germany,PROD028,Keep,68.38,6.8,2,48.0
ORD09398,CUST0093,Silver,Korea,PROD028,Keep,68.38,8.25,3,72.0
ORD09447,CUST0113,Silver,Australia,PROD028,Keep,68.38,9.92,3,72.0
ORD09451,CUST0254,Bronze,Australia,PROD028,Keep,68.38,3.96,1,24.0
ORD09474,CUST0040,Bronze,Germany,PROD028,Keep,68.38,7.96,6,144.0
ORD09521,CUST0098,Silver,UK,PROD028,Keep,68.38,5.49,3,72.0
ORD09535,CUST0195,Gold,France,PROD028,Keep,68.38,6.64,5,120.0
ORD09589,CUST0130,Platinum,Korea,PROD028,Keep,68.38,9.01,6,144.0
ORD09599,CUST0055,Silver,USA,PROD028,Keep,68.38,7.27,4,96.0
ORD09628,CUST0269,Gold,Germany,PROD028,Keep,68.38,11.32,4,96.0
ORD09718,CUST0026,Silver,Singapore,PROD028,Keep,68.38,4.46,4,96.0
ORD09719,CUST0113,Silver,Australia,PROD028,Keep,68.38,13.44,7,168.0
ORD09770,CUST0085,Platinum,Germany,PROD028,Keep,68.38,5.07,5,120.0
ORD09782,CUST0295,Silver,Singapore,PROD028,Keep,68.38,14.32,3,72.0
ORD09898,CUST0162,Platinum,France,PROD028,Keep,68.38,4.62,3,72.0
ORD09904,CUST0031,Platinum,France,PROD028,Keep,68.38,5.01,1,24.0
ORD09914,CUST0182,Platinum,Japan,PROD028,Keep,68.38,4.64,1,24.0
ORD00004,CUST0246,Gold,Vietnam,PROD029,Religious,74.19,5.21,3,72.0
ORD00032,CUST0148,Gold,Vietnam,PROD029,Religious,74.19,8.82,6,144.0
ORD00054,CUST0052,Silver,Germany,PROD029,Religious,74.19,11.33,2,48.0
ORD00070,CUST0159,Gold,France,PROD029,Religious,74.19,9.95,1,24.0
ORD00151,CUST0022,Bronze,Vietnam,PROD029,Religious,74.19,9.86,7,168.0
ORD00170,CUST0122,Bronze,Canada,PROD029,Religious,74.19,6.42,5,120.0
ORD00179,CUST0114,Platinum,USA,PROD029,Religious,74.19,14.17,3,72.0
ORD00315,CUST0267,Platinum,Singapore,PROD029,Religious,74.19,11.16,1,24.0
ORD00401,CUST0169,Platinum,Vietnam,PROD029,Religious,74.19,8.17,3,72.0
ORD00419,CUST0114,Platinum,USA,PROD029,Religious,74.19,7.69,3,72.0
ORD00441,CUST0162,Platinum,France,PROD029,Religious,74.19,3.64,5,120.0
ORD00534,CUST0107,Gold,Canada,PROD029,Religious,74.19,8.56,3,72.0
ORD00577,CUST0172,Bronze,Japan,PROD029,Religious,74.19,6.18,1,24.0
ORD00596,CUST0096,Silver,Vietnam,PROD029,Religious,74.19,6.16,1,24.0
ORD00620,CUST0097,Platinum,France,PROD029,Religious,74.19,13.96,2,48.0
ORD00709,CUST0256,Gold,France,PROD029,Religious,74.19,4.42,3,72.0
ORD00892,CUST0050,Platinum,Singapore,PROD029,Religious,74.19,7.02,6,144.0
ORD00947,CUST0178,Bronze,UK,PROD029,Religious,74.19,5.32,6,144.0
ORD00952,CUST0080,Platinum,Japan,PROD029,Religious,74.19,12.83,3,72.0
ORD00992,CUST0202,Platinum,Singapore,PROD029,Religious,74.19,10.14,7,168.0
ORD01006,CUST0157,Bronze,France,PROD029,Religious,74.19,3.27,4,96.0
ORD01193,CUST0092,Bronze,Korea,PROD029,Religious,74.19,8.9,1,24.0
ORD01224,CUST0085,Platinum,Germany,PROD029,Religious,74.19,14.11,2,48.0
ORD01284,CUST0281,Platinum,Japan,PROD029,Religious,74.19,6.65,4,96.0
ORD01336,CUST0072,Gold,Singapore,PROD029,Religious,74.19,9.28,5,120.0
ORD01351,CUST0095,Bronze,Germany,PROD029,Religious,74.19,14.49,6,144.0
ORD01422,CUST0141,Silver,Germany,PROD029,Religious,74.19,6.05,4,96.0
ORD01523,CUST0178,Bronze,UK,PROD029,Religious,74.19,8.23,6,144.0
ORD01542,CUST0104,Platinum,Canada,PROD029,Religious,74.19,12.23,4,96.0
ORD01555,CUST0207,Bronze,Canada,PROD029,Religious,74.19,5.46,6,144.0
ORD01597,CUST0297,Bronze,Australia,PROD029,Religious,74.19,12.68,1,24.0
ORD01717,CUST0108,Silver,USA,PROD029,Religious,74.19,13.24,4,96.0
ORD01775,CUST0300,Silver,Germany,PROD029,Religious,74.19,9.13,4,96.0
ORD01821,CUST0210,Gold,USA,PROD029,Religious,74.19,13.96,6,144.0
ORD01891,CUST0285,Gold,Australia,PROD029,Religious,74.19,6.77,7,168.0
ORD02013,CUST0289,Bronze,Australia,PROD029,Religious,74.19,4.96,7,168.0
ORD02071,CUST0175,Gold,Korea,PROD029,Religious,74.19,4.57,7,168.0
ORD02082,CUST0067,Silver,Vietnam,PROD029,Religious,74.19,9.15,3,72.0
ORD02160,CUST0222,Platinum,UK,PROD029,Religious,74.19,10.16,4,96.0
ORD02234,CUST0279,Bronze,Canada,PROD029,Religious,74.19,5.1,5,120.0
ORD02293,CUST0038,Gold,Canada,PROD029,Religious,74.19,7.49,7,168.0
ORD02296,CUST0252,Platinum,Vietnam,PROD029,Religious,74.19,6.43,6,144.0
ORD02332,CUST0113,Silver,Australia,PROD029,Religious,74.19,6.63,6,144.0
ORD02356,CUST0092,Bronze,Korea,PROD029,Religious,74.19,3.21,4,96.0
ORD02381,CUST0124,Gold,Australia,PROD029,Religious,74.19,14.49,6,144.0
ORD02495,CUST0262,Gold,Canada,PROD029,Religious,74.19,10.98,4,96.0
ORD02532,CUST0268,Bronze,Australia,PROD029,Religious,74.19,10.57,7,168.0
ORD02543,CUST0012,Gold,Singapore,PROD029,Religious,74.19,10.4,7,168.0
ORD02581,CUST0009,Silver,Vietnam,PROD029,Religious,74.19,6.57,3,72.0
ORD02602,CUST0178,Bronze,UK,PROD029,Religious,74.19,8.54,2,48.0
ORD02661,CUST0029,Silver,USA,PROD029,Religious,74.19,9.28,5,120.0
ORD02687,CUST0162,Platinum,France,PROD029,Religious,74.19,8.1,3,72.0
ORD02698,CUST0190,Gold,Germany,PROD029,Religious,74.19,4.33,3,72.0
ORD02765,CUST0208,Silver,Vietnam,PROD029,Religious,74.19,8.44,2,48.0
ORD02829,CUST0116,Bronze,Korea,PROD029,Religious,74.19,3.49,7,168.0
ORD02833,CUST0248,Platinum,Vietnam,PROD029,Religious,74.19,9.68,4,96.0
ORD02860,CUST0174,Silver,Canada,PROD029,Religious,74.19,4.13,7,168.0
ORD02924,CUST0199,Silver,France,PROD029,Religious,74.19,5.85,6,144.0
ORD02932,CUST0232,Bronze,Korea,PROD029,Religious,74.19,8.56,4,96.0
ORD02956,CUST0186,Bronze,Japan,PROD029,Religious,74.19,9.86,5,120.0
ORD03033,CUST0076,Silver,Korea,PROD029,Religious,74.19,7.58,6,144.0
ORD03123,CUST0260,Silver,Japan,PROD029,Religious,74.19,9.02,1,24.0
ORD03126,CUST0090,Silver,Singapore,PROD029,Religious,74.19,13.24,3,72.0
ORD03138,CUST0101,Silver,Canada,PROD029,Religious,74.19,14.96,6,144.0
ORD03195,CUST0228,Gold,France,PROD029,Religious,74.19,11.87,2,48.0
ORD03293,CUST0056,Platinum,Japan,PROD029,Religious,74.19,4.79,2,48.0
ORD03383,CUST0141,Silver,Germany,PROD029,Religious,74.19,5.42,6,144.0
ORD03410,CUST0281,Platinum,Japan,PROD029,Religious,74.19,4.63,6,144.0
ORD03450,CUST0051,Platinum,Singapore,PROD029,Religious,74.19,13.73,7,168.0
ORD03528,CUST0271,Silver,Vietnam,PROD029,Religious,74.19,5.33,7,168.0
ORD03571,CUST0254,Bronze,Australia,PROD029,Religious,74.19,10.19,4,96.0
ORD03710,CUST0299,Gold,Australia,PROD029,Religious,74.19,5.24,1,24.0
ORD03756,CUST0032,Silver,Germany,PROD029,Religious,74.19,11.66,6,144.0
ORD03810,CUST0300,Silver,Germany,PROD029,Religious,74.19,13.77,2,48.0
ORD03834,CUST0034,Gold,UK,PROD029,Religious,74.19,4.84,1,24.0
ORD03856,CUST0041,Bronze,UK,PROD029,Religious,74.19,7.96,3,72.0
ORD03907,CUST0044,Gold,UK,PROD029,Religious,74.19,13.81,4,96.0
ORD03923,CUST0112,Gold,Japan,PROD029,Religious,74.19,12.41,6,144.0
ORD03952,CUST0195,Gold,France,PROD029,Religious,74.19,3.89,7,168.0
ORD04010,CUST0185,Gold,UK,PROD029,Religious,74.19,9.29,3,72.0
ORD04018,CUST0028,Gold,UK,PROD029,Religious,74.19,8.33,7,168.0
ORD04035,CUST0133,Bronze,Japan,PROD029,Religious,74.19,13.69,6,144.0
ORD04068,CUST0279,Bronze,Canada,PROD029,Religious,74.19,13.29,3,72.0
ORD04118,CUST0019,Gold,Germany,PROD029,Religious,74.19,7.7,4,96.0
ORD04215,CUST0165,Bronze,France,PROD029,Religious,74.19,8.96,5,120.0
ORD04360,CUST0255,Silver,France,PROD029,Religious,74.19,9.29,6,144.0
ORD04380,CUST0031,Platinum,France,PROD029,Religious,74.19,9.41,4,96.0
ORD04446,CUST0151,Gold,Germany,PROD029,Religious,74.19,3.35,7,168.0
ORD04573,CUST0205,Silver,Canada,PROD029,Religious,74.19,10.83,6,144.0
ORD04756,CUST0096,Silver,Vietnam,PROD029,Religious,74.19,12.86,3,72.0
ORD04761,CUST0024,Gold,Vietnam,PROD029,Religious,74.19,8.14,4,96.0
ORD04774,CUST0211,Gold,Singapore,PROD029,Religious,74.19,11.84,1,24.0
ORD04828,CUST0030,Platinum,USA,PROD029,Religious,74.19,7.0,7,168.0
ORD04835,CUST0203,Gold,Germany,PROD029,Religious,74.19,11.44,1,24.0
ORD04990,CUST0292,Bronze,USA,PROD029,Religious,74.19,5.99,4,96.0
ORD05145,CUST0253,Gold,UK,PROD029,Religious,74.19,8.6,4,96.0
ORD05192,CUST0269,Gold,Germany,PROD029,Religious,74.19,9.25,3,72.0
ORD05269,CUST0163,Bronze,France,PROD029,Religious,74.19,13.86,6,144.0
ORD05318,CUST0243,Silver,Korea,PROD029,Religious,74.19,3.87,5,120.0
ORD05475,CUST0138,Bronze,Singapore,PROD029,Religious,74.19,12.63,5,120.0
ORD05521,CUST0047,Gold,Japan,PROD029,Religious,74.19,4.19,2,48.0
ORD05541,CUST0126,Silver,Japan,PROD029,Religious,74.19,12.39,1,24.0
ORD05566,CUST0221,Gold,France,PROD029,Religious,74.19,12.52,7,168.0
ORD05616,CUST0250,Gold,Australia,PROD029,Religious,74.19,6.15,5,120.0
ORD05622,CUST0198,Bronze,Korea,PROD029,Religious,74.19,9.95,3,72.0
ORD05793,CUST0215,Gold,Canada,PROD029,Religious,74.19,11.12,2,48.0
ORD05800,CUST0190,Gold,Germany,PROD029,Religious,74.19,8.6,4,96.0
ORD05815,CUST0001,Bronze,USA,PROD029,Religious,74.19,6.5,6,144.0
ORD05927,CUST0158,Silver,USA,PROD029,Religious,74.19,7.21,4,96.0
ORD05995,CUST0190,Gold,Germany,PROD029,Religious,74.19,8.06,6,144.0
ORD05996,CUST0025,Gold,Singapore,PROD029,Religious,74.19,13.06,2,48.0
ORD06004,CUST0098,Silver,UK,PROD029,Religious,74.19,8.52,6,144.0
ORD06025,CUST0241,Silver,UK,PROD029,Religious,74.19,14.08,4,96.0
ORD06037,CUST0158,Silver,USA,PROD029,Religious,74.19,5.92,7,168.0
ORD06115,CUST0158,Silver,USA,PROD029,Religious,74.19,9.73,2,48.0
ORD06135,CUST0220,Bronze,Canada,PROD029,Religious,74.19,12.13,3,72.0
ORD06150,CUST0113,Silver,Australia,PROD029,Religious,74.19,5.9,6,144.0
ORD06197,CUST0155,Gold,Vietnam,PROD029,Religious,74.19,6.61,1,24.0
ORD06212,CUST0218,Silver,Canada,PROD029,Religious,74.19,11.12,4,96.0
ORD06235,CUST0164,Platinum,USA,PROD029,Religious,74.19,10.55,3,72.0
ORD06242,CUST0111,Platinum,Japan,PROD029,Religious,74.19,14.41,7,168.0
ORD06283,CUST0257,Bronze,Germany,PROD029,Religious,74.19,13.72,1,24.0
ORD06353,CUST0293,Silver,Korea,PROD029,Religious,74.19,6.31,3,72.0
ORD06401,CUST0140,Silver,France,PROD029,Religious,74.19,6.67,7,168.0
ORD06414,CUST0222,Platinum,UK,PROD029,Religious,74.19,12.74,3,72.0
ORD06524,CUST0060,Gold,Vietnam,PROD029,Religious,74.19,10.05,7,168.0
ORD06525,CUST0160,Silver,Singapore,PROD029,Religious,74.19,9.03,1,24.0
ORD06534,CUST0269,Gold,Germany,PROD029,Religious,74.19,10.25,1,24.0
